sort_order,page,letter,code,code_type,headword,sub_headword,term,site_restriction,obs,see_snomed,see_also,is_headword_entry
3127,140,F,8391/0,morphology,Fibroma,,perifollicular (C44._),,false,false,,false
3128,140,F,8812/0,morphology,Fibroma,,"periosteal (C40._, C41._)",,false,false,,false
3129,140,F,9322/0,morphology,Fibroma,,peripheral odontogenic (C41._),,false,false,,false
3130,140,F,8966/0,morphology,Fibroma,,renomedullary (C64.9),C64.9,false,false,,false
3131,140,F,,,Fibromatosis,,NOS (see SNOMED),,false,true,,false
3132,140,F,8822/1,morphology,Fibromatosis,,abdominal,,false,false,,false
3133,140,F,8821/1,morphology,Fibromatosis,,aggressive,,false,false,,false
3134,140,F,,,Fibromatosis,,cicatricial (see SNOMED),,false,true,,false
3135,140,F,8824/1,morphology,Fibromatosis,,congenital generalized,,false,false,,false
3136,140,F,8822/1,morphology,Fibromatosis,,mesenteric (C48.1),C48.1,false,false,,false
3137,140,F,,,Fibromatosis,,musculo-aponeurotic (see SNOMED),,false,true,,false
3138,140,F,,,Fibromatosis,,pseudosarcomatous,,false,false,,false
3139,140,F,8822/1,morphology,Fibromatosis,,retroperitoneal (C48.0),C48.0,false,false,,false
3140,140,F,8890/0,morphology,Fibromyoma,,Fibromyoma,,false,false,,true
3141,140,F,8842/0,morphology,"Fibromyxoid tumor, ossifying",,"Fibromyxoid tumor, ossifying",,false,false,,true
3142,140,F,8852/0,morphology,Fibromyxolipoma,,Fibromyxolipoma,,false,false,,true
3143,140,F,8811/0,morphology,Fibromyxoma,,Fibromyxoma,,false,false,,true
3144,140,F,8811/0,morphology,"Fibromyxoma, plexiform",,"Fibromyxoma, plexiform",,false,false,,true
3145,140,F,8811/3,morphology,Fibromyxosarcoma,,Fibromyxosarcoma,,false,false,,true
3146,140,F,9290/0,morphology,"Fibro-odontoma, ameloblastic (C41._)",,"Fibro-odontoma, ameloblastic (C41._)",,false,false,,true
3147,140,F,9290/3,morphology,"Fibro-odontosarcoma, ameloblastic",,"Fibro-odontosarcoma, ameloblastic",,false,false,,true
3148,140,F,9262/0,morphology,"Fibro-osteoma (C40._, C41._)",,"Fibro-osteoma (C40._, C41._)",,false,false,,true
3149,140,F,8810/3,morphology,Fibrosarcoma,,NOS,,false,false,,false
3150,140,F,9330/3,morphology,Fibrosarcoma,,ameloblastic (C41._),,false,false,,false
3151,140,F,8814/3,morphology,Fibrosarcoma,,congenital,,false,false,,false
3152,140,F,8813/3,morphology,Fibrosarcoma,,fascial,,false,false,,false
3153,140,F,8814/3,morphology,Fibrosarcoma,,infantile,,false,false,,false
3154,140,F,9330/3,morphology,Fibrosarcoma,,odontogenic (C41._),,false,false,,false
3155,140,F,8812/3,morphology,Fibrosarcoma,,"periosteal (C40._, C41._)",,false,false,,false
3156,140,F,,,Fibrosarcoma,,Fibrosclerosis (see SNOMED),,false,true,,false
3157,140,F,,,Fibrosarcoma,,Fibrosing adenomatosis (see SNOMED),,false,true,,false
3158,140,F,,,Fibrosarcoma,,Fibrosing adenosis (see SNOMED),,false,true,,false
3159,141,F,,,Fibrosis,,NOS (see SNOMED),,false,true,,false
3160,141,F,8141/3,morphology,Fibrosis,,carcinoma with productive,,false,false,,false
3161,141,F,8832/0,morphology,Fibrosis,,subepidermal nodular (C44._),,false,false,,false
3162,141,F,9420/3,morphology,Fibrous,,astrocytoma (C71._),,false,false,,false
3163,141,F,,,Fibrous,,"defect, metaphyseal (see SNOMED)",,false,true,,false
3164,141,F,,,Fibrous,,"dysplasia, NOS (see SNOMED)",,false,true,,false
3165,141,F,8830/0,morphology,Fibrous,Histiocytoma,NOS,,false,false,,false
3166,141,F,8836/1,morphology,Fibrous,Histiocytoma,angiomatoid,,false,false,,false
3167,141,F,8830/1,morphology,Fibrous,Histiocytoma,atypical,,false,false,,false
3168,141,F,8830/0,morphology,Fibrous,Histiocytoma,benign,,false,false,,false
3169,141,F,8830/3,morphology,Fibrous,Histiocytoma,malignant,,false,false,,false
3170,141,F,9252/0,morphology,Fibrous,Histiocytoma,tendon sheath (C49.0),C49.0,false,false,,false
3171,141,F,9532/0,morphology,Fibrous,,meningioma (C70._),,false,false,,false
3172,141,F,9051/3,morphology,Fibrous,Mesothelioma,NOS,,false,false,,false
3173,141,F,9051/0,morphology,Fibrous,Mesothelioma,benign,,false,false,,false
3174,141,F,9051/3,morphology,Fibrous,Mesothelioma,malignant,,false,false,,false
3175,141,F,9160/0,morphology,Fibrous,,papule of nose (C44.3) [obs],C44.3,true,false,,false
3176,141,F,,,Fibrous,,polyp (see SNOMED),,false,true,,false
3177,141,F,9041/3,morphology,Fibrous,,"synovial sarcoma, monophasic tissue",,false,false,,false
3178,141,F,8815/0,morphology,Fibrous,Tumor,localized,,false,false,,false
3179,141,F,8815/0,morphology,Fibrous,Tumor,solitary,,false,false,,false
3180,141,F,8815/3,morphology,Fibrous,Tumor,"solitary, malignant",,false,false,,false
3181,141,F,C49.9,topography,Fibrous tissue,,NOS,,false,false,,false
3182,141,F,C49.4,topography,Fibrous tissue,,abdominal wall,,false,false,,false
3183,141,F,C49.2,topography,Fibrous tissue,,ankle,,false,false,,false
3184,141,F,C49.1,topography,Fibrous tissue,,antecubital space,,false,false,,false
3185,141,F,C49.1,topography,Fibrous tissue,,arm,,false,false,,false
3186,141,F,C49.3,topography,Fibrous tissue,,axilla,,false,false,,false
3187,141,F,C49.6,topography,Fibrous tissue,,back,,false,false,,false
3188,141,F,C49.5,topography,Fibrous tissue,,buttock,,false,false,,false
3189,141,F,C49.2,topography,Fibrous tissue,,calf,,false,false,,false
3190,141,F,C49.0,topography,Fibrous tissue,,cervical region,,false,false,,false
3191,141,F,C49.0,topography,Fibrous tissue,,cheek,,false,false,,false
3192,141,F,C49.3,topography,Fibrous tissue,,chest,,false,false,,false
3193,141,F,C49.3,topography,Fibrous tissue,,chest wall,,false,false,,false
3194,141,F,C49.0,topography,Fibrous tissue,,chin,,false,false,,false
3195,141,F,C49.1,topography,Fibrous tissue,,elbow,,false,false,,false
3196,141,F,C49.0,topography,Fibrous tissue,,face,,false,false,,false
3197,141,F,C49.1,topography,Fibrous tissue,,finger,,false,false,,false
3198,141,F,C49.6,topography,Fibrous tissue,,flank,,false,false,,false
3199,141,F,C49.2,topography,Fibrous tissue,,foot,,false,false,,false
3200,141,F,C49.1,topography,Fibrous tissue,,forearm,,false,false,,false
3201,141,F,C49.0,topography,Fibrous tissue,,forehead,,false,false,,false
3202,141,F,C49.5,topography,Fibrous tissue,,gluteal region,,false,false,,false
3203,141,F,C49.5,topography,Fibrous tissue,,groin,,false,false,,false
3204,141,F,C49.1,topography,Fibrous tissue,,hand,,false,false,,false
3205,141,F,C49.0,topography,Fibrous tissue,,head,,false,false,,false
3206,141,F,C49.2,topography,Fibrous tissue,,heel,,false,false,,false
3207,141,F,C49.2,topography,Fibrous tissue,,hip,,false,false,,false
3208,141,F,C49.3,topography,Fibrous tissue,,infraclavicular region,,false,false,,false
3209,141,F,C49.5,topography,Fibrous tissue,,inguinal region,,false,false,,false
3210,141,F,C49.2,topography,Fibrous tissue,,knee,,false,false,,false
3211,141,F,C49.2,topography,Fibrous tissue,,leg,,false,false,,false
3212,141,F,C49.0,topography,Fibrous tissue,,neck,,false,false,,false
3213,141,F,C49.5,topography,Fibrous tissue,,perineum,,false,false,,false
3214,141,F,C49.2,topography,Fibrous tissue,,popliteal space,,false,false,,false
3215,141,F,C49.0,topography,Fibrous tissue,,pterygoid fossa,,false,false,,false
3216,141,F,C49.5,topography,Fibrous tissue,,sacrococcygeal region,,false,false,,false
3217,141,F,C49.0,topography,Fibrous tissue,,scalp,,false,false,,false
3218,141,F,C49.3,topography,Fibrous tissue,,scapular region,,false,false,,false
3219,141,F,C49.1,topography,Fibrous tissue,,shoulder,,false,false,,false
3220,141,F,C49.0,topography,Fibrous tissue,,supraclavicular region,,false,false,,false
3221,141,F,C49.0,topography,Fibrous tissue,,temple,,false,false,,false
3222,141,F,C49.2,topography,Fibrous tissue,,thigh,,false,false,,false
3223,141,F,C49.3,topography,Fibrous tissue,,thoracic wall,,false,false,,false
3224,141,F,C49.1,topography,Fibrous tissue,,thumb,,false,false,,false
3225,141,F,C49.2,topography,Fibrous tissue,,toe,,false,false,,false
3226,141,F,C49.6,topography,Fibrous tissue,,"trunk, NOS",,false,false,,false
3227,141,F,C49.4,topography,Fibrous tissue,,umbilicus,,false,false,,false
3228,141,F,C49.1,topography,Fibrous tissue,,wrist,,false,false,,false
3229,141,F,8830/0,morphology,Fibroxanthoma,,NOS,,false,false,,false
3230,141,F,8830/1,morphology,Fibroxanthoma,,atypical,,false,false,,false
3231,141,F,8830/3,morphology,Fibroxanthoma,,malignant,,false,false,,false
3232,141,F,C40.2,topography,Fibula,,Fibula,,false,false,,true
3233,141,F,C72.0,topography,Filum terminale,,Filum terminale,,false,false,,true
3234,141,F,C76.4,topography,Finger,,NOS,,false,false,,false
3235,141,F,C44.6,topography,Finger,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
3236,141,F,C49.1,topography,Finger,,"NOS (sarcoma, lipoma)",,false,false,,false
3237,141,F,C47.1,topography,Finger,,autonomic nervous system,,false,false,,false
3238,141,F,C40.1,topography,Finger,,bone,,false,false,,false
3239,141,F,C49.1,topography,Finger,,connective tissue,,false,false,,false
3240,141,F,C49.1,topography,Finger,,fibrous tissue,,false,false,,false
3241,141,F,C49.1,topography,Finger,,muscle,,false,false,,false
3242,141,F,C44.6,topography,Finger,,nail,,false,false,,false
3243,141,F,C47.1,topography,Finger,,peripheral nerve,,false,false,,false
3244,141,F,C49.1,topography,Finger,,skeletal muscle,,false,false,,false
3245,141,F,C44.6,topography,Finger,,skin,,false,false,,false
3246,141,F,C49.1,topography,Finger,,soft tissue,,false,false,,false
3247,141,F,C49.1,topography,Finger,,subcutaneous tissue,,false,false,,false
3248,141,F,C49.1,topography,Finger,,tendon,,false,false,,false
3249,141,F,C49.1,topography,Finger,,tendon sheath,,false,false,,false
3250,141,F,C76.7,topography,Flank,,NOS,,false,false,,false
3251,141,F,C44.5,topography,Flank,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
3252,141,F,C49.6,topography,Flank,,"NOS (sarcoma, lipoma)",,false,false,,false
3253,141,F,C49.6,topography,Flank,,adipose tissue,,false,false,,false
3254,141,F,C47.6,topography,Flank,,autonomic nervous system,,false,false,,false
3255,141,F,C49.6,topography,Flank,,connective tissue,,false,false,,false
3256,141,F,C49.6,topography,Flank,,fatty tissue,,false,false,,false
3257,141,F,C49.6,topography,Flank,,fibrous tissue,,false,false,,false
3258,141,F,C49.6,topography,Flank,,muscle,,false,false,,false
3259,141,F,C47.6,topography,Flank,,peripheral nerve,,false,false,,false
3260,142,F,C49.6,topography,Flank,,skeletal muscle,,false,false,,false
3261,142,F,C44.5,topography,Flank,,skin,,false,false,,false
3262,142,F,C49.6,topography,Flank,,soft tissue,,false,false,,false
3263,142,F,C49.6,topography,Flank,,subcutaneous tissue,,false,false,,false
3264,142,F,C49.6,topography,Flank,,tendon,,false,false,,false
3265,142,F,C49.6,topography,Flank,,tendon sheath,,false,false,,false
3266,142,F,8212/0,morphology,Flat,,adenoma,,false,false,,false
3267,142,F,8148/2,morphology,Flat,,"intraepithelial glandular neoplasia, high grade (C24.1)",C24.1,false,false,,false
3268,142,F,8148/2,morphology,Flat,,"intraepithelial neoplasia (dysplasia), high grade (C24.1)",C24.1,false,false,,false
3269,142,F,8148/2,morphology,Flat,,"intraepithelial neoplasia, high grade",,false,false,,false
3270,142,F,C04.9,topography,Floor of mouth,,NOS,,false,false,,false
3271,142,F,C04.0,topography,Floor of mouth,,anterior,,false,false,,false
3272,142,F,C04.1,topography,Floor of mouth,,lateral,,false,false,,false
3273,142,F,,,Floor of mouth,,Florid adenosis (see SNOMED),,false,true,,false
3274,142,F,9275/0,morphology,Florid osseous dysplasia (C41._),,Florid osseous dysplasia (C41._),,false,false,,true
3275,142,F,,,Florid osseous dysplasia (C41._),,Focal nodular hyperplasia (see SNOMED),,false,true,,false
3276,142,F,C13.1,topography,Fold,,"aryepiglottic, hypopharyngeal aspect",,false,false,,false
3277,142,F,C32.1,topography,Fold,,"aryepiglottic, laryngeal aspect",,false,false,,false
3278,142,F,C13.1,topography,Fold,,"aryepiglottic, NOS (excludes laryngeal aspect of aryepiglottic fold C32.1)",,false,false,,false
3279,142,F,C13.1,topography,Fold,,arytenoid,,false,false,,false
3280,142,F,C09.1,topography,Fold,,glossopalatine,,false,false,,false
3281,142,F,8330/3,morphology,Follicular,Adenocarcinoma,NOS (C73.9),C73.9,false,false,,false
3282,142,F,8332/3,morphology,Follicular,Adenocarcinoma,moderately differentiated (C73.9),C73.9,false,false,,false
3283,142,F,8332/3,morphology,Follicular,Adenocarcinoma,trabecular (C73.9),C73.9,false,false,,false
3284,142,F,8331/3,morphology,Follicular,Adenocarcinoma,well differentiated (C73.9),C73.9,false,false,,false
3285,142,F,8330/0,morphology,Follicular,Adenoma,NOS (C73.9),C73.9,false,false,,false
3286,142,F,8330/1,morphology,Follicular,Adenoma,atypical (C73.9),C73.9,false,false,,false
3287,142,F,8290/0,morphology,Follicular,Adenoma,oxyphilic cell (C73.9),C73.9,false,false,,false
3288,142,F,8340/3,morphology,Follicular,,and papillary adenocarcinoma (C73.9),C73.9,false,false,,false
3289,142,F,8340/3,morphology,Follicular,,and papillary carcinoma (C73.9),C73.9,false,false,,false
3290,142,F,8330/3,morphology,Follicular,Carcinoma,NOS (C73.9),C73.9,false,false,,false
3291,142,F,8335/3,morphology,Follicular,Carcinoma,encapsulated (C73.9),C73.9,false,false,,false
3292,142,F,8335/3,morphology,Follicular,Carcinoma,minimally invasive (C73.9),C73.9,false,false,,false
3293,142,F,8332/3,morphology,Follicular,Carcinoma,moderately differentiated (C73.9),C73.9,false,false,,false
3294,142,F,8290/3,morphology,Follicular,Carcinoma,oxyphilic cell (C73.9),C73.9,false,false,,false
3295,142,F,8332/3,morphology,Follicular,Carcinoma,trabecular (C73.9),C73.9,false,false,,false
3296,142,F,8331/3,morphology,Follicular,Carcinoma,well differentiated (C73.9),C73.9,false,false,,false
3297,142,F,,,Follicular,,"cyst, jaw (see SNOMED)",,false,true,,false
3298,142,F,9758/3,morphology,Follicular,,dendritic cell sarcoma,,false,false,,false
3299,142,F,9758/3,morphology,Follicular,,dendritic cell tumor,,false,false,,false
3300,142,F,8391/0,morphology,Follicular,,fibroma (C44._),,false,false,,false
3301,142,F,,,Follicular,,"keratosis, inverted (see SNOMED)",,false,true,,false
3302,142,F,,,Follicular,,"lymphoma (see lymphoma, malignant, follicular)",,false,false,,false
3303,142,F,8340/3,morphology,Follicular,,"variant, papillary adenocarcinoma (C73.9)",C73.9,false,false,,false
3304,142,F,8340/3,morphology,Follicular,,"variant, papillary carcinoma (C73.9)",C73.9,false,false,,false
3305,142,F,8346/3,morphology,"Follicular-medullary carcinoma, mixed",,"Follicular-medullary carcinoma, mixed (C73.9)",C73.9,false,false,,true
3306,142,F,8641/0,morphology,Folliculome lipidique,,Folliculome lipidique (C56.9),C56.9,false,false,,true
3307,142,F,C76.5,topography,Foot,,NOS,,false,false,,false
3308,142,F,C44.7,topography,Foot,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
3309,142,F,C49.2,topography,Foot,,"NOS (sarcoma, lipoma)",,false,false,,false
3310,142,F,C49.2,topography,Foot,,adipose tissue,,false,false,,false
3311,142,F,C47.2,topography,Foot,,autonomic nervous system,,false,false,,false
3312,142,F,C40.3,topography,Foot,,bone,,false,false,,false
3313,142,F,C49.2,topography,Foot,,connective tissue,,false,false,,false
3314,142,F,C49.2,topography,Foot,,fatty tissue,,false,false,,false
3315,142,F,C49.2,topography,Foot,,fibrous tissue,,false,false,,false
3316,142,F,C40.3,topography,Foot,,joint,,false,false,,false
3317,142,F,C49.2,topography,Foot,,muscle,,false,false,,false
3318,142,F,C47.2,topography,Foot,,peripheral nerve,,false,false,,false
3319,142,F,C40.3,topography,Foot,,phalanx,,false,false,,false
3320,142,F,C49.2,topography,Foot,,skeletal muscle,,false,false,,false
3321,142,F,C44.7,topography,Foot,,skin,,false,false,,false
3322,142,F,C49.2,topography,Foot,,soft tissue,,false,false,,false
3323,142,F,C44.7,topography,Foot,,sole,,false,false,,false
3324,142,F,C49.2,topography,Foot,,subcutaneous tissue,,false,false,,false
3325,142,F,C49.2,topography,Foot,,tendon,,false,false,,false
3326,142,F,C49.2,topography,Foot,,tendon sheath,,false,false,,false
3327,142,F,,,Foot,,Fordyce disease (see SNOMED),,false,true,,false
3328,142,F,C76.4,topography,Forearm,,NOS,,false,false,,false
3329,142,F,C44.6,topography,Forearm,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
3330,142,F,C49.1,topography,Forearm,,"NOS (sarcoma, lipoma)",,false,false,,false
3331,142,F,C49.1,topography,Forearm,,adipose tissue,,false,false,,false
3332,142,F,C47.1,topography,Forearm,,autonomic nervous system,,false,false,,false
3333,142,F,C40.0,topography,Forearm,,bone,,false,false,,false
3334,142,F,C49.1,topography,Forearm,,connective tissue,,false,false,,false
3335,142,F,C49.1,topography,Forearm,,fatty tissue,,false,false,,false
3336,142,F,C49.1,topography,Forearm,,fibrous tissue,,false,false,,false
3337,142,F,C49.1,topography,Forearm,,muscle,,false,false,,false
3338,142,F,C47.1,topography,Forearm,,peripheral nerve,,false,false,,false
3339,142,F,C49.1,topography,Forearm,,skeletal muscle,,false,false,,false
3340,142,F,C44.6,topography,Forearm,,skin,,false,false,,false
3341,142,F,C49.1,topography,Forearm,,soft tissue,,false,false,,false
3342,142,F,C49.1,topography,Forearm,,subcutaneous tissue,,false,false,,false
3343,142,F,C49.1,topography,Forearm,,tendon,,false,false,,false
3344,142,F,C49.1,topography,Forearm,,tendon sheath,,false,false,,false
3345,142,F,C44.3,topography,Forehead,,NOS,,false,false,,false
3346,142,F,C44.3,topography,Forehead,,"NOS (carcinoma, melanoma, nevus)",,false,false,,false
3347,142,F,C49.0,topography,Forehead,,"NOS (sarcoma, lipoma)",,false,false,,false
3348,142,F,C47.0,topography,Forehead,,autonomic nervous system,,false,false,,false
3349,142,F,C49.0,topography,Forehead,,connective tissue,,false,false,,false
3350,143,F,C49.0,topography,Forehead,,fibrous tissue,,false,false,,false
3351,143,F,C47.0,topography,Forehead,,peripheral nerve,,false,false,,false
3352,143,F,C44.3,topography,Forehead,,skin,,false,false,,false
3353,143,F,C49.0,topography,Forehead,,soft tissue,,false,false,,false
3354,143,F,C49.0,topography,Forehead,,subcutaneous tissue,,false,false,,false
3355,143,F,C60.0,topography,Foreskin,,Foreskin,,false,false,,true
3356,143,F,C11.3,topography,"Fornix, pharyngeal",,"Fornix, pharyngeal",,false,false,,true
3357,143,F,C52.9,topography,"Fornix, vagina",,"Fornix, vagina",,false,false,,true
3358,143,F,C71.9,topography,Fossa,Cranial,NOS,,false,false,,false
3359,143,F,C71.9,topography,Fossa,Cranial,anterior,,false,false,,false
