sort_order,code,behavior,term,synonyms,site_restriction,obs,group_code,group_name
1050,9963/3,3,Chronic neutrophilic leukemia,,,false,995-996,Chronic myeloproliferative disorders
1051,9964/3,3,"Chronic eosinophilic leukemia, NOS",Hypereosinophilic syndrome,,false,995-996,Chronic myeloproliferative disorders
1052,9965/3,3,Myeloid and lymphoid neoplasms with PDGFRA rearrangement,,,false,995-996,Chronic myeloproliferative disorders
1053,9966/3,3,Myeloid neoplasms with,PDGFRB rearrangement,,false,995-996,Chronic myeloproliferative disorders
1054,9967/3,3,Myeloid and lymphoid neoplasms with FGFR1 abnormalities,,,false,995-996,Chronic myeloproliferative disorders
1055,9970/1,1,"Lymphoproliferative disorder, NOS","Lymphoproliferative disease, NOS",,false,997,Other hematologic disorders
1056,9971/1,1,"Post transplant lymphoproliferative disorder, NOS","PTLD, NOS",,false,997,Other hematologic disorders
1057,9971/3,3,Polymorphic post transplant lymphoproliferative disorder,,,false,997,Other hematologic disorders
1058,9975/3,3,"Myloproliferative neoplasm, unclassifiable","Myelodysplastic/myeloproliferative neoplasm, unclassifiable",,false,997,Other hematologic disorders
1059,9980/3,3,Refractory anemia,Refractory anemia without sideroblasts,,false,998-999,Myelodysplastic syndromes
1060,9982/3,3,Refractory anemia with sideroblasts,RARS | Refractory anemia with ring sideroblasts associated with marked thrombocytosis | Refractory anemia with ringed sideroblasts,,false,998-999,Myelodysplastic syndromes
1061,9983/3,3,Refractory anemia with excess blasts,RAEB | RAEB I | RAEB II,,false,998-999,Myelodysplastic syndromes
1062,9984/3,3,Refractory anemia with excess blasts in transformation [obs],RAEB-T,,true,998-999,Myelodysplastic syndromes
1063,9985/3,3,Refractory cytopenia with multilineage dysplasia,Refractory cytopenia of childhood,,false,998-999,Myelodysplastic syndromes
1064,9986/3,3,Myelodysplastic syndrome with,5q deletion (5q-) syndrome | Myelodysplastic syndrome with isolated del (5q),,false,998-999,Myelodysplastic syndromes
1065,9987/3,3,"Therapy-related myelodysplastic syndrome, NOS","Therapy-related myelodysplastic syndrome, alkylating agent related | Therapy-related myelodysplastic syndrome, epipodophyllotoxin-related",,false,998-999,Myelodysplastic syndromes
1066,9989/3,3,"Myelodysplastic syndrome, NOS","Myelodysplastic syndrome, unclassifiable | Preleukemia [obs] | Preleukemic syndrome [obs]",,true,998-999,Myelodysplastic syndromes
1067,9991/3,3,Refractory neutropenia,,,false,998-999,Myelodysplastic syndromes
1068,9992/3,3,Refractory thrombocytopenia,,,false,998-999,Myelodysplastic syndromes
